"type","Austria","Belgium","CzechRepublic","Denmark","Estonia","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Latvia","Lithuania","Luxembourg","Netherlands","Norway","Poland","Portugal","Slovakia","Slovenia","Spain","Sweden","Switzerland","England"
"Humans",78.1,55.8,63.8,94.2,73.8,86.8,52.7,78.3,27.1,36.2,84.5,51.7,37.3,52.2,63,73.8,91.5,79.6,32.2,62.2,50.5,68.7,73,73.7,95.1,64.8
